Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,_true_binary,_true_category
9090.0,16.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,500000.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,62500.0,62500.0,2.0,6.0,3.3333333,2.309401,5.3333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,probe
1641.0,46.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,173913.05,43478.26,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,21739.13,21739.13,2.0,6.0,3.3333333,2.309401,5.3333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,probe
1087.0,65.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,92307.695,30769.23,65.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,15384.615,15384.615,0.0,6.0,2.0,3.4641016,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,probe
21.0,252.0,2.0,1.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,55555.555,11904.762,126.0,96.16652,194.0,58.0,252.0,252.0,0.0,252.0,252.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,20.0,7936.508,3968.254,0.0,14.0,7.0,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,229.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
51663.0,50.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,240000.0,40000.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20000.0,20000.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,botnet
80.0,11670190.0,8.0,6.0,345.0,11632.0,345.0,0.0,43.125,121.97592,7240.0,0.0,1938.6666,2850.6445,1026.29,1.1996377,897706.94,2212807.5,6653311.0,51.0,6673408.0,953344.0,2515080.8,6656998.0,186.0,11700000.0,2334027.8,3241904.5,6653311.0,159.0,0.0,0.0,0.0,0.0,264.0,200.0,0.68550724,0.5141305,0.0,7240.0,798.4667,1959.1768,3838373.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,855.5,43.125,1938.6666,0.0,0.0,0.0,0.0,0.0,0.0,8.0,345.0,6.0,11632.0,29200.0,235.0,1.0,32.0,15419.0,0.0,15419.0,15419.0,6653311.0,0.0,6653311.0,6653311.0,attack,dos
21.0,49.0,2.0,0.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,285714.28,40816.33,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,40816.33,0.0,0.0,14.0,9.333333,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,229.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
80.0,10022761.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.9931872,0.49886453,2505690.2,5009200.5,10000000.0,3.0,10000000.0,2505690.2,5009200.5,10000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.49886453,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,3270.0,0.0,3270.0,3270.0,10000000.0,0.0,10000000.0,10000000.0,attack,ddos
21.0,236.0,2.0,1.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,59322.035,12711.864,118.0,38.183765,145.0,91.0,236.0,236.0,0.0,236.0,236.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,20.0,8474.576,4237.288,0.0,14.0,7.0,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,229.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
80.0,5625422.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7110578,1875140.6,3247078.5,5624544.0,96.0,5625422.0,2812711.0,3976532.2,5624544.0,878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.5332933,0.17776445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,web_attack
52912.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,4000000.0,666666.7,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,333333.34,333333.34,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,botnet
80.0,247260.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,7215.0,0.0,2321.4,3327.7698,47047.64,32.354607,35322.855,93075.97,246399.0,4.0,651.0,325.5,301.9346,539.0,112.0,247213.0,61803.25,123064.164,246399.0,4.0,0.0,0.0,0.0,0.0,72.0,112.0,12.1329775,20.221628,0.0,7215.0,1292.5555,2650.5857,7025604.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666667,2321.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
80.0,1628426.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,4380.0,0.0,1933.5,1757.7899,7140.0234,5.526809,203553.25,572512.5,1620436.0,49.0,7492.0,3746.0,4999.245,7281.0,211.0,1628367.0,325673.4,723801.25,1620436.0,66.0,0.0,0.0,0.0,0.0,72.0,132.0,1.8422698,3.6845396,0.0,4380.0,1162.7,1645.2418,2706820.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.8889,8.666667,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
80.0,5368476.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7450904,1789492.0,3098721.2,5367587.0,126.0,5368476.0,2684238.0,3794828.5,5367587.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.5588178,0.1862726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,web_attack
8080.0,1029907.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.477306,5.825769,205981.4,281392.03,515195.0,424.0,1029363.0,514681.5,1325.8252,515619.0,513744.0,1029428.0,514714.0,1449.5688,515739.0,513689.0,0.0,0.0,0.0,0.0,92.0,60.0,2.9128845,2.9128845,0.0,6.0,2.5714285,3.207135,10.285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,botnet
3390.0,12.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,666666.7,166666.67,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,83333.336,83333.336,2.0,6.0,3.3333333,2.309401,5.3333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,probe
80.0,5316957.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75231004,1772319.0,3069162.8,5316283.0,114.0,5316957.0,2658478.5,3758703.2,5316283.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.5642325,0.18807751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,web_attack
80.0,80215220.0,9.0,5.0,62.0,11601.0,20.0,0.0,6.888889,5.3019915,8760.0,0.0,2320.2,3668.897,145.39635,0.17453048,6170401.5,21600000.0,78100000.0,4.0,79400000.0,9924360.0,27600000.0,78100000.0,4.0,825343.0,206335.75,409177.72,820092.0,48.0,0.0,0.0,0.0,0.0,192.0,112.0,0.11219817,0.062332314,0.0,8760.0,777.93335,2262.7866,5120203.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833.5,6.888889,2320.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,62.0,5.0,11601.0,256.0,229.0,7.0,20.0,1290977.0,0.0,1290977.0,1290977.0,78100000.0,0.0,78100000.0,78100000.0,attack,ddos
80.0,11679805.0,8.0,5.0,436.0,11632.0,436.0,0.0,54.5,154.14928,7288.0,0.0,2326.4,3351.2905,1033.2365,1.1130322,973317.06,2300070.5,6676193.0,33.0,6680789.0,954398.44,2524268.8,6678902.0,48.0,11700000.0,2919934.0,3439687.0,6676193.0,162.0,0.0,0.0,0.0,0.0,264.0,168.0,0.68494296,0.42808935,0.0,7288.0,862.0,2179.851,4751751.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,928.3077,54.5,2326.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,436.0,5.0,11632.0,29200.0,235.0,1.0,32.0,766.0,0.0,766.0,766.0,6676193.0,0.0,6676193.0,6676193.0,attack,dos
8080.0,993906.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,18.110365,6.036788,198781.2,271368.38,499601.0,431.0,993288.0,496644.0,4791.3555,500032.0,493256.0,993124.0,496562.0,5171.779,500219.0,492905.0,0.0,0.0,0.0,0.0,92.0,60.0,3.018394,3.018394,0.0,6.0,2.5714285,3.207135,10.285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,botnet
22.0,79.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25316.455,79.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,12658.228,12658.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,247.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
53.0,5269969.0,2.0,2.0,91.0,191.0,49.0,42.0,45.5,4.9497476,114.0,77.0,95.5,26.16295,53.51075,0.75901777,1756656.4,2951766.8,5164903.0,23941.0,5246028.0,5246028.0,0.0,5246028.0,5246028.0,5188844.0,5188844.0,0.0,5188844.0,5188844.0,0.0,0.0,0.0,0.0,52.0,52.0,0.37950888,0.37950888,42.0,114.0,66.2,29.911537,894.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,82.75,45.5,95.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,91.0,2.0,191.0,-1.0,-1.0,1.0,20.0,81125.0,0.0,81125.0,81125.0,5164903.0,0.0,5164903.0,5164903.0,normal,benign
1687.0,20.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,300000.0,100000.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,50000.0,50000.0,0.0,6.0,2.0,3.4641016,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,probe
80.0,5519602.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72468996,1839867.4,3186008.5,5518753.0,126.0,5519602.0,2759801.0,3901747.2,5518753.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.5435175,0.18117249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,web_attack
22.0,10965074.0,21.0,32.0,2008.0,2745.0,640.0,0.0,95.61905,140.04517,976.0,0.0,85.78125,220.24059,433.4672,4.8335285,210866.81,571616.06,2091856.0,38.0,8832254.0,441612.7,783098.94,2043624.0,479.0,11000000.0,353708.25,709469.1,2091856.0,47.0,0.0,0.0,0.0,0.0,680.0,1032.0,1.9151717,2.918357,0.0,976.0,88.01852,189.59027,35944.473,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,89.679245,95.61905,85.78125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2008.0,32.0,2745.0,29200.0,247.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
21.0,226.0,2.0,1.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,61946.902,13274.336,113.0,106.06602,188.0,38.0,226.0,226.0,0.0,226.0,226.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,20.0,8849.558,4424.779,0.0,14.0,7.0,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,229.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
80.0,111756456.0,2.0,1.0,279.0,6.0,279.0,0.0,139.5,197.28279,6.0,6.0,6.0,0.0,2.5501883,0.026844086,55900000.0,79000000.0,112000000.0,78.0,112000000.0,112000000.0,0.0,112000000.0,112000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,20.0,0.017896058,0.008948029,0.0,279.0,71.25,138.52888,19190.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,139.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,279.0,1.0,6.0,410.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,112000000.0,0.0,112000000.0,112000000.0,attack,dos
80.0,10269853.0,7.0,6.0,601.0,11632.0,601.0,0.0,85.85714,227.15665,5792.0,0.0,1938.6666,2544.919,1191.1562,1.2658409,855821.06,1996510.8,5263904.0,1.0,5277166.0,879527.7,2154012.0,5276386.0,1.0,10300000.0,2053961.6,2813582.8,5263904.0,49.0,0.0,0.0,0.0,0.0,232.0,200.0,0.68160665,0.58423424,0.0,5792.0,873.7857,1852.3542,3431216.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,941.0,85.85714,1938.6666,0.0,0.0,0.0,0.0,0.0,0.0,7.0,601.0,6.0,11632.0,29200.0,236.0,1.0,32.0,842.0,0.0,842.0,842.0,5263904.0,0.0,5263904.0,5263904.0,attack,dos
80.0,44374.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,2920.0,0.0,1933.5,1495.7224,262022.81,202.82147,5546.75,9959.956,23046.0,1.0,21024.0,10512.0,13726.356,20218.0,806.0,44373.0,8874.6,12041.662,23046.0,47.0,0.0,0.0,0.0,0.0,72.0,132.0,67.607155,135.21431,0.0,2920.0,1162.7,1494.3666,2233131.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.8889,8.666667,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
80.0,5568426.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71833587,1856142.0,3214233.5,5567619.0,108.0,5568426.0,2784213.0,3936330.5,5567619.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.5387519,0.17958397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,web_attack
80.0,11400782.0,5.0,5.0,495.0,3525.0,495.0,0.0,99.0,221.37073,2077.0,0.0,705.0,990.6447,352.6074,0.87713283,1266753.5,2537084.2,6395643.0,19.0,6397573.0,1599393.2,3198012.5,6396412.0,43.0,11400000.0,2850190.8,3339316.8,6395643.0,49.0,0.0,0.0,0.0,0.0,168.0,168.0,0.43856642,0.43856642,0.0,2077.0,365.45456,720.1757,518653.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,402.0,99.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,495.0,5.0,3525.0,29200.0,235.0,1.0,32.0,771.0,0.0,771.0,771.0,6395643.0,0.0,6395643.0,6395643.0,attack,dos
80.0,16563.0,3.0,2.0,18.0,11.0,6.0,6.0,6.0,0.0,11.0,0.0,5.5,7.7781744,1750.8905,301.8777,4140.75,5737.776,12545.0,41.0,4018.0,2009.0,1407.1425,3004.0,1014.0,16522.0,16522.0,0.0,16522.0,16522.0,0.0,0.0,0.0,0.0,60.0,64.0,181.1266,120.75107,0.0,11.0,5.8333335,3.488075,12.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0,11.0,0.0,235.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,dos
80.0,726239.0,3.0,5.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,7300.0,0.0,2320.2,3022.508,16009.881,11.015657,103748.43,267828.47,711000.0,19.0,14811.0,7405.5,10416.39,14771.0,40.0,726220.0,181555.0,353031.44,711000.0,161.0,0.0,0.0,0.0,0.0,72.0,112.0,4.1308713,6.8847857,0.0,7300.0,1291.8889,2460.653,6054813.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1453.375,8.666667,2320.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
80.0,11258785.0,5.0,4.0,375.0,3525.0,375.0,0.0,75.0,167.7051,3525.0,0.0,881.25,1762.5,346.39618,0.7993758,1407348.1,2625926.2,6255372.0,43.0,6260410.0,1565102.5,3129448.2,6259275.0,242.0,11300000.0,3752914.0,3309199.8,6255372.0,869.0,0.0,0.0,0.0,0.0,168.0,136.0,0.44409767,0.35527813,0.0,3525.0,390.0,1107.8131,1227250.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,433.33334,75.0,881.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,375.0,4.0,3525.0,29200.0,235.0,1.0,32.0,912.0,0.0,912.0,912.0,6255372.0,0.0,6255372.0,6255372.0,attack,dos
80.0,99999350.0,2.0,2.0,16.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.16000104,0.04000026,33300000.0,57700000.0,100000000.0,74.0,100000000.0,100000000.0,0.0,100000000.0,100000000.0,100000000.0,100000000.0,0.0,100000000.0,100000000.0,1.0,0.0,0.0,0.0,64.0,64.0,0.02000013,0.02000013,0.0,8.0,4.8,4.3817806,19.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,229.0,235.0,1.0,32.0,74.0,0.0,74.0,74.0,100000000.0,0.0,100000000.0,100000000.0,attack,dos
443.0,349103.0,9.0,8.0,530.0,4166.0,202.0,0.0,58.88889,80.426125,1430.0,0.0,520.75,632.7249,13451.617,48.69623,21818.938,27535.316,80107.0,4.0,349103.0,43637.875,33449.105,89939.0,4.0,259182.0,37026.0,51791.645,117266.0,46.0,0.0,0.0,0.0,0.0,192.0,172.0,25.780357,22.915873,0.0,1430.0,260.8889,474.63013,225273.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,276.2353,58.88889,520.75,0.0,0.0,0.0,0.0,0.0,0.0,9.0,530.0,8.0,4166.0,8192.0,351.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,benign
80.0,11388271.0,9.0,6.0,364.0,11632.0,364.0,0.0,40.444443,121.333336,4392.0,0.0,1938.6666,2190.7188,1053.3645,1.3171446,813447.94,2084563.0,6382290.0,1.0,6386234.0,798279.25,2256710.2,6383352.0,1.0,11400000.0,2277644.5,3156071.5,6382290.0,124.0,0.0,0.0,0.0,0.0,296.0,200.0,0.7902868,0.52685785,0.0,4392.0,749.75,1585.0408,2512354.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,799.73334,40.444443,1938.6666,0.0,0.0,0.0,0.0,0.0,0.0,9.0,364.0,6.0,11632.0,29200.0,235.0,1.0,32.0,916.0,0.0,916.0,916.0,6382290.0,0.0,6382290.0,6382290.0,attack,dos
8193.0,35.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,171428.58,57142.855,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,28571.428,28571.428,0.0,6.0,2.0,3.4641016,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,probe
